"","V1","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"8929","FBgn0030833",333.861757914965,0.0327735841746619,0.391434370892575,0.0837268942426525,0.933273573704184,0.989100676421473,"CG8915"
"8930","FBgn0030834",226.772567631059,0.379625630815594,0.346162403734135,1.09666915505694,0.2727860447601,0.727412351674195,"CG8675"
"8931","FBgn0030837",28.5950869431572,5.91158632517047,1.53519859042804,3.85069811946754,0.000117781606584962,0.00585252741685966,"CG8661"
"8932","FBgn0030838",706.043287099193,-0.0422932350274218,0.194073581044582,-0.21792371120161,0.827488552238804,0.971126465533561,"CG5445"
"8933","FBgn0030839",457.617235711469,-0.294121867460546,0.349558706754256,-0.841409073146954,0.400118804286136,0.825836042458328,"CG5613"
"8934","FBgn0030846",47.2540891481515,0.187220469098614,0.63616652823003,0.294294749551673,0.768532684357873,0.953182836163271,"CG12992"
"8935","FBgn0030847",601.951433201909,-0.526287596585375,0.35446750784241,-1.48472733026733,0.13761606887344,0.547551095940986,"CG12991"
"8936","FBgn0030850",807.140165029533,0.465420688626657,0.267018042747827,1.74303085977678,0.0813282244653498,0.440302961006521,"stas"
"8937","FBgn0030851",216.053932363006,-0.200969134736171,0.27912850188663,-0.719987867157312,0.47153246581296,0.863012214102212,"CG8326"
"8938","FBgn0030852",344.139164351333,-0.340986814992749,0.373216308064676,-0.913643931480236,0.360903974385885,0.796827314234005,NA
"8939","FBgn0030853",1253.65204983841,-0.205276471764776,0.224187090089114,-0.915648049507126,0.359851520940498,0.795519368461148,"ND-24"
"8940","FBgn0030854",698.017054757355,-0.0295648506761624,0.20922704233936,-0.141305112119346,0.887628911251486,0.983776383371407,"CG8289"
"8941","FBgn0030855",488.583959567153,0.336059096791847,0.26313384763137,1.2771412717023,0.201552376297515,0.646584908029203,"CG5800"
"8942","FBgn0030858",609.54137417899,0.192704673788255,0.230620162875792,0.835593347022493,0.403383712787878,0.828618574664763,"IntS2"
"8943","FBgn0030859",14.2092599240809,-0.599585477880559,0.866985990988096,-0.691574586109767,0.489204526031677,0.870121853953894,"CG12990"
"8944","FBgn0030863",622.009241831645,0.149740089459945,0.224883009659574,0.665857726142228,0.505502043298021,0.873967667201193,"CG8188"
"8945","FBgn0030864",562.515765620848,0.258304157949262,0.204364785330397,1.2639367273166,0.206252738063774,0.652492196596924,"CG8173"
"8946","FBgn0030869",719.034867234953,-0.0272841471498282,0.249350066357315,-0.109421054296936,0.912868535097452,0.985983759731121,"Socs16D"
"8947","FBgn0030870",743.441638508844,0.269806602091096,0.237689585395583,1.13512168251739,0.256324337917131,0.711682795642747,"CG6398"
"8948","FBgn0030871",464.007891717997,0.30331003883093,0.224002315582258,1.35404867598143,0.17572084880695,0.607227201752555,"CG8142"
"8949","FBgn0030872",305.277616623376,0.0281422959896509,0.310785137287938,0.09055225817822,0.927848368460216,0.987831177651401,"Ucp4A"
"8950","FBgn0030873",467.00236809343,0.0878282123326406,0.222876138369201,0.394067363941628,0.693531305311731,0.935426245319838,"CG15814"
"8951","FBgn0030874",166.616214185803,0.221043360982862,0.307111664280499,0.719749155411347,0.471679455150388,0.863098533170423,"Spt7"
"8952","FBgn0030876",52.3385304860962,-0.339080351504436,0.56489172569214,-0.600257245915531,0.548334807396035,0.892580029031642,"CG6762"
"8953","FBgn0030877",222.997719908564,0.170741914678313,0.314494166141542,0.542909640497017,0.587192017977127,0.907121889075112,"Arp8"
"8954","FBgn0030878",550.775870192582,0.0919085127354926,0.204284128620679,0.449905302756785,0.65277872384953,0.925278144202797,"CG6769"
"8955","FBgn0030883",262.413306429476,-0.0583030494922131,0.407156565791805,-0.143195650987059,0.88613566443671,0.983776383371407,"CG7772"
