"FBGN","Symbol","Genotype","Mean_expression","Norm_expression"
"FBgn0014342","mia","Young WT",5.09568961274363,2.60778944391457
"FBgn0014857","His3.3A","UAS-tkv",457.670012972264,8.84131277944798
"FBgn0014857","His3.3A","bam RNAi",404.766616420703,8.66450636510717
"FBgn0014857","His3.3A","bam RNAi; HS-bam",233.667293639715,7.87447297244611
"FBgn0014857","His3.3A","Young WT",265.727544116041,8.05922300494384
"FBgn0015218","eIF4E1","UAS-tkv",393.572299534172,8.62414586674994
"FBgn0015218","eIF4E1","bam RNAi",437.786679565716,8.77737591967222
"FBgn0015218","eIF4E1","bam RNAi; HS-bam",582.885094383677,9.18954067176788
"FBgn0015218","eIF4E1","Young WT",698.570097372438,9.45032481337608
"FBgn0015614","CanB2","UAS-tkv",77.6247871815724,6.29691230185537
"FBgn0015614","CanB2","bam RNAi",104.943406765623,6.7271499962435
"FBgn0015614","CanB2","bam RNAi; HS-bam",131.674576413584,7.05174813247943
"FBgn0015614","CanB2","Young WT",132.607184752555,7.06185378088141
"FBgn0015790","Rab11","UAS-tkv",272.109060933179,8.0933333689329
"FBgn0015790","Rab11","bam RNAi",290.038638275817,8.18506688774852
"FBgn0015790","Rab11","bam RNAi; HS-bam",364.796215352021,8.51489633834108
"FBgn0015790","Rab11","Young WT",306.454708490949,8.26423009080203
